booking_id,guest_id,property_id,room_id,booking_date,check_in_date,check_out_date,number_of_nights,booking_channel,nightly_rate,total_price,status,payment_method,guests_count
BK00002398,GUEST001970,PROP003,PROP003_R0030,2022-10-16,2022-12-13,2022-12-20,7,Hotel.com,79.78,558.48,Completed,Bank Transfer,3
BK00002399,GUEST001742,PROP003,PROP003_R0024,2023-09-10,2023-10-13,2023-10-18,5,Hotel.com,327.08,1635.39,Completed,Bank Transfer,1
BK00002400,GUEST002244,PROP001,PROP001_R0003,2022-06-13,2022-07-13,2022-07-16,3,Travel Agency,374.64,1123.92,Completed,Cash,2
BK00002401,GUEST000907,PROP005,PROP005_R0014,2023-11-09,2023-12-01,2023-12-02,1,Travel Agency,181.56,181.56,Completed,Credit Card,2
BK00002402,GUEST004919,PROP007,PROP007_R0021,2022-08-10,2022-08-31,2022-09-03,3,Airbnb,522.13,1566.4,Completed,Bank Transfer,3
BK00002403,GUEST003757,PROP006,PROP006_R0028,2023-08-01,2023-09-25,2023-09-26,1,Expedia,138.12,138.12,Completed,PayPal,1
BK00002404,GUEST001427,PROP007,PROP007_R0026,2024-10-18,2024-11-24,2024-11-27,3,Expedia,49.84,149.52,Completed,Credit Card,4
BK00002405,GUEST001329,PROP001,PROP001_R0017,2023-07-23,2023-08-03,2023-08-07,4,Airbnb,111.63,446.53,Completed,Bank Transfer,3
BK00002406,GUEST000504,PROP008,PROP008_R0022,2023-05-05,2023-06-23,2023-06-25,2,Hotel.com,586.91,1173.82,Completed,Credit Card,2
BK00002407,GUEST001183,PROP004,PROP004_R0020,2023-11-24,2024-01-07,2024-01-21,14,Corporate,295.67,4139.43,Completed,Cash,3
BK00002408,GUEST001486,PROP006,PROP006_R0024,2023-04-01,2023-05-26,2023-05-31,5,Travel Agency,184.8,924.0,Completed,PayPal,1
BK00002409,GUEST004406,PROP006,PROP006_R0014,2022-10-13,2022-11-16,2022-11-26,10,Airbnb,91.65,916.47,Completed,PayPal,4
BK00002410,GUEST000378,PROP004,PROP004_R0005,2023-07-27,2023-07-29,2023-08-03,5,Airbnb,342.72,1713.6,Completed,Credit Card,2
BK00002411,GUEST003565,PROP010,PROP010_R0013,2024-03-14,2024-03-26,2024-04-02,7,Corporate,229.82,1608.71,Completed,PayPal,1
BK00002412,GUEST001294,PROP008,PROP008_R0025,2022-07-23,2022-08-24,2022-08-27,3,Hotel.com,606.99,1820.98,Completed,Bank Transfer,3
BK00002413,GUEST004918,PROP003,PROP003_R0010,2022-10-12,2022-12-05,2022-12-07,2,Corporate,197.51,395.03,Completed,Credit Card,2
BK00002414,GUEST002475,PROP001,PROP001_R0019,2022-06-28,2022-07-25,2022-07-27,2,Corporate,550.99,1101.98,Cancelled,Credit Card,4
BK00002415,GUEST001449,PROP009,PROP009_R0007,2022-09-02,2022-09-25,2022-10-02,7,Direct Website,547.69,3833.85,Completed,Credit Card,2
BK00002416,GUEST001443,PROP010,PROP010_R0011,2024-04-11,2024-05-06,2024-05-08,2,Airbnb,459.68,919.37,Completed,PayPal,2
BK00002417,GUEST000041,PROP008,PROP008_R0017,2024-03-22,2024-04-06,2024-04-08,2,Travel Agency,444.41,888.82,Completed,PayPal,2
BK00002418,GUEST000271,PROP006,PROP006_R0007,2023-03-18,2023-03-26,2023-03-27,1,Direct Website,206.78,206.78,Completed,PayPal,2
BK00002419,GUEST001286,PROP010,PROP010_R0003,2024-10-21,2024-10-24,2024-10-25,1,Expedia,88.59,88.59,Completed,PayPal,3
BK00002420,GUEST002936,PROP009,PROP009_R0030,2022-01-16,2022-01-28,2022-02-01,4,Hotel.com,74.66,298.63,Completed,Credit Card,2
BK00002421,GUEST003425,PROP001,PROP001_R0023,2022-07-15,2022-08-27,2022-08-29,2,Corporate,204.33,408.66,Completed,Cash,1
BK00002422,GUEST004723,PROP002,PROP002_R0008,2023-05-06,2023-06-17,2023-06-20,3,Expedia,265.36,796.08,Completed,Cash,2
BK00002423,GUEST003062,PROP004,PROP004_R0001,2023-04-08,2023-05-10,2023-05-12,2,Booking.com,440.21,880.42,Completed,Cash,4
BK00002424,GUEST004946,PROP002,PROP002_R0010,2022-05-07,2022-05-08,2022-05-12,4,Corporate,178.06,712.23,Cancelled,PayPal,1
BK00002425,GUEST001506,PROP001,PROP001_R0006,2023-12-01,2023-12-29,2024-01-12,14,Hotel.com,553.88,7754.34,Completed,Bank Transfer,1
BK00002426,GUEST001198,PROP007,PROP007_R0013,2023-01-13,2023-03-08,2023-03-11,3,Hotel.com,367.86,1103.59,Completed,Credit Card,3
BK00002427,GUEST002301,PROP007,PROP007_R0017,2024-10-05,2024-10-10,2024-10-11,1,Airbnb,390.56,390.56,Completed,PayPal,3
BK00002428,GUEST004913,PROP006,PROP006_R0025,2023-09-26,2023-09-27,2023-10-02,5,Booking.com,476.01,2380.04,Completed,PayPal,4
BK00002429,GUEST001169,PROP010,PROP010_R0026,2023-04-10,2023-04-11,2023-04-16,5,Hotel.com,158.14,790.68,Completed,Credit Card,3
BK00002430,GUEST001780,PROP006,PROP006_R0028,2022-10-07,2022-11-24,2022-11-28,4,Expedia,119.24,476.97,Completed,PayPal,2
BK00002431,GUEST003155,PROP002,PROP002_R0005,2024-08-17,2024-09-16,2024-09-17,1,Expedia,446.71,446.71,Completed,Cash,1
BK00002432,GUEST002716,PROP005,PROP005_R0013,2024-02-11,2024-03-01,2024-03-02,1,Booking.com,236.72,236.72,Completed,Credit Card,4
BK00002433,GUEST002008,PROP005,PROP005_R0014,2024-06-28,2024-06-29,2024-07-04,5,Expedia,153.54,767.68,Completed,Bank Transfer,1
BK00002434,GUEST002423,PROP010,PROP010_R0024,2023-12-24,2024-01-06,2024-01-07,1,Direct Website,494.17,494.17,Completed,Cash,1
BK00002435,GUEST003698,PROP002,PROP002_R0021,2024-10-18,2024-11-15,2024-11-17,2,Expedia,353.7,707.4,Completed,Credit Card,4
BK00002436,GUEST002786,PROP007,PROP007_R0014,2022-04-30,2022-05-23,2022-05-25,2,Hotel.com,95.03,190.05,Completed,Credit Card,2
BK00002437,GUEST003425,PROP008,PROP008_R0017,2022-05-18,2022-05-27,2022-05-29,2,Travel Agency,436.46,872.93,Completed,Cash,1
BK00002438,GUEST001312,PROP010,PROP010_R0017,2022-06-27,2022-08-19,2022-08-29,10,Travel Agency,717.0,7169.98,Completed,PayPal,3
BK00002439,GUEST004485,PROP008,PROP008_R0026,2022-04-23,2022-05-20,2022-05-21,1,Expedia,262.32,262.32,Completed,Credit Card,1
BK00002440,GUEST000491,PROP010,PROP010_R0004,2022-11-16,2022-11-25,2022-11-28,3,Travel Agency,295.27,885.8,Completed,PayPal,2
BK00002441,GUEST000933,PROP002,PROP002_R0026,2024-03-11,2024-04-11,2024-04-13,2,Corporate,564.36,1128.72,Completed,Bank Transfer,4
BK00002442,GUEST003166,PROP001,PROP001_R0030,2024-09-05,2024-10-16,2024-10-23,7,Travel Agency,447.9,3135.31,Completed,Cash,4
BK00002443,GUEST002747,PROP004,PROP004_R0026,2023-05-19,2023-05-28,2023-05-30,2,Corporate,291.61,583.22,Completed,Cash,2
BK00002444,GUEST003984,PROP004,PROP004_R0009,2022-09-10,2022-10-15,2022-10-16,1,Corporate,549.72,549.72,Completed,Bank Transfer,3
BK00002445,GUEST001273,PROP010,PROP010_R0002,2022-05-27,2022-07-22,2022-07-24,2,Travel Agency,283.92,567.85,Completed,Credit Card,2
BK00002446,GUEST004234,PROP007,PROP007_R0007,2023-08-06,2023-09-17,2023-09-18,1,Expedia,440.49,440.49,Completed,Cash,3
BK00002447,GUEST001808,PROP007,PROP007_R0012,2024-10-16,2024-10-22,2024-10-25,3,Corporate,111.09,333.28,Completed,Credit Card,1
BK00002448,GUEST001248,PROP005,PROP005_R0030,2023-10-01,2023-10-14,2023-10-16,2,Corporate,534.38,1068.77,Completed,Cash,1
BK00002449,GUEST000237,PROP001,PROP001_R0021,2023-05-17,2023-06-16,2023-06-30,14,Airbnb,341.76,4784.7,Completed,Bank Transfer,3
BK00002450,GUEST004668,PROP004,PROP004_R0019,2022-11-01,2022-12-27,2022-12-30,3,Expedia,209.51,628.54,Completed,Cash,2
BK00002451,GUEST001698,PROP002,PROP002_R0003,2022-10-21,2022-11-07,2022-11-17,10,Airbnb,306.58,3065.82,Completed,Cash,4
BK00002452,GUEST004911,PROP006,PROP006_R0019,2024-10-25,2024-12-19,2024-12-29,10,Travel Agency,361.08,3610.77,Completed,Cash,4
BK00002453,GUEST001710,PROP007,PROP007_R0025,2022-09-17,2022-10-18,2022-10-20,2,Hotel.com,544.23,1088.46,No-Show,Credit Card,3
BK00002454,GUEST004022,PROP002,PROP002_R0020,2023-02-18,2023-04-11,2023-04-14,3,Airbnb,176.93,530.78,Completed,Bank Transfer,4
BK00002455,GUEST002806,PROP007,PROP007_R0012,2022-05-27,2022-07-23,2022-07-26,3,Airbnb,170.34,511.02,Completed,Bank Transfer,3
BK00002456,GUEST004291,PROP004,PROP004_R0027,2022-10-13,2022-10-16,2022-10-26,10,Travel Agency,350.2,3502.03,Completed,PayPal,1
BK00002457,GUEST002252,PROP002,PROP002_R0015,2022-03-04,2022-04-26,2022-04-28,2,Booking.com,308.19,616.38,Completed,Bank Transfer,4
BK00002458,GUEST001341,PROP006,PROP006_R0012,2024-05-26,2024-06-21,2024-06-28,7,Airbnb,177.1,1239.67,Completed,Cash,3
BK00002459,GUEST003532,PROP003,PROP003_R0018,2024-06-30,2024-08-25,2024-08-28,3,Airbnb,501.93,1505.8,Completed,Bank Transfer,2
BK00002460,GUEST000522,PROP006,PROP006_R0016,2022-10-23,2022-11-24,2022-11-27,3,Corporate,347.77,1043.31,Completed,Bank Transfer,2
BK00002461,GUEST002589,PROP005,PROP005_R0003,2023-12-09,2023-12-24,2023-12-27,3,Direct Website,278.98,836.94,Completed,Cash,2
BK00002462,GUEST002994,PROP008,PROP008_R0004,2024-03-14,2024-04-04,2024-04-09,5,Direct Website,467.26,2336.31,Completed,Cash,4
BK00002463,GUEST003845,PROP010,PROP010_R0011,2024-04-21,2024-05-08,2024-05-09,1,Corporate,415.44,415.44,Completed,Bank Transfer,4
BK00002464,GUEST002405,PROP009,PROP009_R0003,2024-05-22,2024-06-02,2024-06-09,7,Corporate,227.74,1594.21,Completed,PayPal,2
BK00002465,GUEST004733,PROP005,PROP005_R0008,2023-08-13,2023-09-28,2023-10-05,7,Travel Agency,76.55,535.86,Completed,Bank Transfer,3
BK00002466,GUEST000178,PROP002,PROP002_R0012,2023-09-21,2023-10-18,2023-10-20,2,Expedia,218.36,436.72,Completed,Bank Transfer,2
BK00002467,GUEST000048,PROP006,PROP006_R0024,2024-04-26,2024-06-03,2024-06-07,4,Corporate,222.43,889.71,Completed,Cash,2
BK00002468,GUEST003431,PROP010,PROP010_R0006,2023-11-01,2023-11-26,2023-11-29,3,Airbnb,234.61,703.82,Completed,Credit Card,3
BK00002469,GUEST001172,PROP002,PROP002_R0026,2022-04-22,2022-06-17,2022-06-19,2,Airbnb,721.29,1442.58,Completed,Bank Transfer,4
BK00002470,GUEST003665,PROP003,PROP003_R0030,2024-05-05,2024-06-20,2024-06-23,3,Hotel.com,100.12,300.37,Completed,Bank Transfer,4
BK00002471,GUEST004893,PROP003,PROP003_R0009,2023-04-19,2023-06-06,2023-06-10,4,Hotel.com,325.84,1303.36,Completed,Bank Transfer,3
BK00002472,GUEST003612,PROP001,PROP001_R0012,2023-03-18,2023-04-04,2023-04-18,14,Expedia,372.03,5208.39,Completed,Bank Transfer,3
BK00002473,GUEST000598,PROP003,PROP003_R0007,2022-09-26,2022-11-02,2022-11-03,1,Travel Agency,262.45,262.45,Completed,PayPal,1
BK00002474,GUEST003581,PROP005,PROP005_R0030,2024-01-31,2024-03-29,2024-04-03,5,Travel Agency,426.75,2133.73,Completed,PayPal,1
BK00002475,GUEST001208,PROP003,PROP003_R0019,2023-02-06,2023-02-25,2023-02-27,2,Expedia,91.89,183.78,Completed,Cash,4
BK00002476,GUEST004507,PROP008,PROP008_R0019,2022-01-13,2022-02-01,2022-02-03,2,Expedia,219.66,439.32,Completed,PayPal,3
BK00002477,GUEST004647,PROP008,PROP008_R0005,2024-08-07,2024-10-01,2024-10-11,10,Booking.com,536.63,5366.27,Completed,Credit Card,2
BK00002478,GUEST000953,PROP006,PROP006_R0012,2024-11-30,2024-12-19,2024-12-26,7,Travel Agency,173.25,1212.73,Completed,PayPal,1
BK00002479,GUEST000199,PROP008,PROP008_R0028,2023-02-21,2023-03-08,2023-03-12,4,Hotel.com,85.01,340.04,Completed,PayPal,2
BK00002480,GUEST002398,PROP002,PROP002_R0014,2024-07-16,2024-08-21,2024-08-23,2,Airbnb,712.86,1425.71,No-Show,Credit Card,2
BK00002481,GUEST001582,PROP004,PROP004_R0016,2024-06-29,2024-08-10,2024-08-13,3,Expedia,404.07,1212.22,Completed,Bank Transfer,2
BK00002482,GUEST004649,PROP001,PROP001_R0012,2023-07-07,2023-07-28,2023-07-31,3,Direct Website,507.54,1522.62,Completed,Cash,1
BK00002483,GUEST004000,PROP007,PROP007_R0020,2024-03-30,2024-05-19,2024-05-26,7,Hotel.com,218.47,1529.3,Completed,Credit Card,4
BK00002484,GUEST003240,PROP001,PROP001_R0024,2023-02-08,2023-03-07,2023-03-14,7,Airbnb,195.83,1370.79,Cancelled,Cash,2
BK00002485,GUEST004262,PROP003,PROP003_R0018,2024-05-23,2024-06-05,2024-06-09,4,Airbnb,446.86,1787.44,Completed,Bank Transfer,1
BK00002486,GUEST000552,PROP002,PROP002_R0026,2022-10-11,2022-12-07,2022-12-09,2,Corporate,620.54,1241.09,Completed,Credit Card,2
BK00002487,GUEST000402,PROP001,PROP001_R0020,2024-11-26,2024-12-15,2024-12-16,1,Booking.com,216.37,216.37,Completed,Cash,3
BK00002488,GUEST003177,PROP003,PROP003_R0029,2023-06-03,2023-07-23,2023-07-27,4,Airbnb,221.11,884.44,Cancelled,PayPal,2
BK00002489,GUEST001741,PROP004,PROP004_R0011,2024-05-16,2024-07-10,2024-07-13,3,Travel Agency,276.2,828.59,Completed,Cash,4
BK00002490,GUEST003122,PROP010,PROP010_R0003,2022-02-16,2022-04-08,2022-04-13,5,Corporate,105.82,529.11,Completed,Cash,2
BK00002491,GUEST004959,PROP009,PROP009_R0029,2024-04-10,2024-05-12,2024-05-16,4,Direct Website,613.99,2455.96,Completed,Cash,1
BK00002492,GUEST003123,PROP004,PROP004_R0004,2022-01-18,2022-03-14,2022-03-16,2,Expedia,88.55,177.1,Completed,Credit Card,3
BK00002493,GUEST004970,PROP005,PROP005_R0007,2023-08-09,2023-10-06,2023-10-08,2,Corporate,461.31,922.62,Completed,Cash,4
BK00002494,GUEST001091,PROP010,PROP010_R0001,2022-02-19,2022-03-27,2022-03-30,3,Corporate,190.62,571.86,Completed,Credit Card,3
BK00002495,GUEST002294,PROP007,PROP007_R0009,2022-04-17,2022-04-25,2022-04-27,2,Direct Website,551.58,1103.17,Completed,Credit Card,2
BK00002496,GUEST002143,PROP003,PROP003_R0030,2024-01-27,2024-03-16,2024-03-17,1,Hotel.com,56.08,56.08,Completed,Credit Card,1
BK00002497,GUEST001763,PROP010,PROP010_R0015,2024-02-06,2024-02-10,2024-02-17,7,Travel Agency,285.88,2001.17,Completed,Bank Transfer,1
BK00002498,GUEST000888,PROP002,PROP002_R0010,2023-11-11,2023-11-30,2023-12-01,1,Hotel.com,152.31,152.31,Completed,PayPal,4
BK00002499,GUEST003893,PROP002,PROP002_R0005,2023-12-08,2024-01-28,2024-01-30,2,Hotel.com,553.98,1107.95,Completed,Cash,1
BK00002500,GUEST000400,PROP009,PROP009_R0017,2023-03-20,2023-04-23,2023-04-30,7,Travel Agency,552.79,3869.51,Completed,Cash,1
BK00002501,GUEST002092,PROP005,PROP005_R0001,2022-05-20,2022-05-24,2022-05-26,2,Booking.com,430.98,861.96,Completed,Cash,3
BK00002502,GUEST002228,PROP001,PROP001_R0026,2023-05-11,2023-05-16,2023-05-17,1,Expedia,365.69,365.69,Completed,PayPal,3
BK00002503,GUEST003154,PROP007,PROP007_R0026,2024-11-08,2024-11-30,2024-12-03,3,Corporate,47.17,141.51,Completed,Bank Transfer,1
BK00002504,GUEST002705,PROP004,PROP004_R0019,2023-01-27,2023-03-02,2023-03-03,1,Booking.com,144.02,144.02,Completed,Cash,1
BK00002505,GUEST004220,PROP005,PROP005_R0019,2023-03-21,2023-04-21,2023-04-22,1,Corporate,598.17,598.17,Completed,Credit Card,3
BK00002506,GUEST002620,PROP008,PROP008_R0014,2023-12-23,2024-01-25,2024-01-28,3,Hotel.com,297.12,891.37,Cancelled,Credit Card,1
BK00002507,GUEST000345,PROP004,PROP004_R0027,2022-01-25,2022-02-01,2022-02-04,3,Hotel.com,286.53,859.58,Completed,PayPal,4
BK00002508,GUEST002604,PROP009,PROP009_R0028,2024-02-21,2024-03-11,2024-03-13,2,Booking.com,262.4,524.8,Completed,Bank Transfer,4
BK00002509,GUEST003990,PROP002,PROP002_R0001,2024-07-12,2024-08-17,2024-08-19,2,Airbnb,278.57,557.15,Completed,Credit Card,3
BK00002510,GUEST000748,PROP001,PROP001_R0027,2022-03-18,2022-03-28,2022-03-31,3,Airbnb,442.37,1327.11,Completed,Bank Transfer,4
BK00002512,GUEST001673,PROP009,PROP009_R0001,2024-09-17,2024-11-01,2024-11-08,7,Expedia,213.34,1493.39,Completed,Cash,1
BK00002513,GUEST000766,PROP007,PROP007_R0021,2022-08-07,2022-08-31,2022-09-03,3,Expedia,491.64,1474.91,Completed,PayPal,4
BK00002514,GUEST004239,PROP007,PROP007_R0005,2024-05-15,2024-05-23,2024-05-24,1,Direct Website,503.71,503.71,Completed,Cash,1
BK00002515,GUEST004680,PROP010,PROP010_R0004,2024-08-20,2024-10-12,2024-10-17,5,Corporate,387.89,1939.44,Completed,Credit Card,4
BK00002516,GUEST002919,PROP008,PROP008_R0030,2024-12-03,2024-12-16,2024-12-20,4,Expedia,173.8,695.19,Completed,Cash,2
BK00002517,GUEST003391,PROP003,PROP003_R0019,2022-05-15,2022-06-15,2022-06-20,5,Travel Agency,161.57,807.83,Completed,Bank Transfer,1
BK00002518,GUEST000231,PROP006,PROP006_R0006,2023-11-13,2023-12-18,2023-12-25,7,Direct Website,336.12,2352.83,Completed,PayPal,2
BK00002519,GUEST001554,PROP006,PROP006_R0008,2023-06-08,2023-07-01,2023-07-03,2,Corporate,202.03,404.07,Completed,PayPal,1
BK00002520,GUEST002849,PROP010,PROP010_R0001,2024-05-14,2024-06-04,2024-06-05,1,Booking.com,269.81,269.81,Completed,Credit Card,4
BK00002521,GUEST004469,PROP003,PROP003_R0024,2024-01-27,2024-02-12,2024-02-22,10,Corporate,250.87,2508.71,Completed,PayPal,3
BK00002522,GUEST002028,PROP004,PROP004_R0017,2024-11-08,2024-11-19,2024-11-22,3,Airbnb,386.21,1158.64,Completed,Cash,3
BK00002523,GUEST003178,PROP003,PROP003_R0020,2024-03-30,2024-05-12,2024-05-15,3,Direct Website,162.03,486.08,Completed,Bank Transfer,2
BK00002524,GUEST003835,PROP002,PROP002_R0003,2024-09-14,2024-10-06,2024-10-11,5,Corporate,355.32,1776.61,Completed,Bank Transfer,1
BK00002525,GUEST002706,PROP002,PROP002_R0026,2023-07-03,2023-09-01,2023-09-04,3,Travel Agency,550.9,1652.7,Completed,Bank Transfer,4
BK00002526,GUEST004490,PROP007,PROP007_R0006,2024-09-20,2024-10-29,2024-11-05,7,Hotel.com,181.3,1269.1,Completed,Bank Transfer,2
BK00002527,GUEST001659,PROP001,PROP001_R0006,2022-01-14,2022-01-24,2022-01-27,3,Booking.com,490.61,1471.83,Completed,PayPal,3
BK00002528,GUEST001291,PROP004,PROP004_R0013,2024-08-04,2024-08-16,2024-08-20,4,Hotel.com,429.77,1719.06,Completed,Bank Transfer,4
BK00002529,GUEST003523,PROP007,PROP007_R0009,2023-03-31,2023-04-17,2023-04-18,1,Direct Website,513.82,513.82,Completed,PayPal,3
BK00002530,GUEST003040,PROP002,PROP002_R0001,2022-05-06,2022-05-17,2022-05-18,1,Direct Website,215.24,215.24,Completed,Bank Transfer,3
BK00002531,GUEST004243,PROP003,PROP003_R0022,2024-01-30,2024-02-19,2024-02-20,1,Corporate,321.01,321.01,Completed,Credit Card,4
BK00002532,GUEST001955,PROP002,PROP002_R0004,2022-01-10,2022-03-03,2022-03-04,1,Travel Agency,115.59,115.59,Completed,PayPal,4
BK00002533,GUEST000063,PROP004,PROP004_R0015,2024-08-24,2024-09-02,2024-09-04,2,Booking.com,293.54,587.08,Completed,Cash,1
BK00002534,GUEST001834,PROP008,PROP008_R0006,2022-12-08,2023-01-08,2023-01-18,10,Booking.com,435.43,4354.34,Completed,Credit Card,4
BK00002535,GUEST003735,PROP008,PROP008_R0002,2022-08-26,2022-09-03,2022-09-04,1,Corporate,440.56,440.56,Completed,Cash,3
BK00002536,GUEST002614,PROP003,PROP003_R0024,2022-09-20,2022-11-04,2022-11-09,5,Expedia,244.04,1220.22,Completed,Bank Transfer,4
BK00002537,GUEST003195,PROP009,PROP009_R0016,2023-02-11,2023-02-12,2023-02-22,10,Hotel.com,219.99,2199.9,Completed,Cash,1
BK00002538,GUEST003626,PROP001,PROP001_R0017,2022-06-19,2022-06-29,2022-07-02,3,Expedia,108.36,325.09,Completed,PayPal,1
BK00002539,GUEST001160,PROP001,PROP001_R0024,2023-07-25,2023-08-04,2023-08-07,3,Corporate,316.88,950.65,No-Show,Cash,2
BK00002540,GUEST002378,PROP005,PROP005_R0023,2024-09-28,2024-10-12,2024-10-13,1,Travel Agency,425.99,425.99,Completed,Cash,1
BK00002541,GUEST003961,PROP006,PROP006_R0016,2024-07-04,2024-08-04,2024-08-07,3,Airbnb,518.15,1554.45,Completed,Cash,1
BK00002542,GUEST003500,PROP010,PROP010_R0029,2022-09-04,2022-10-18,2022-10-19,1,Booking.com,261.29,261.29,Completed,Credit Card,4
BK00002543,GUEST003082,PROP002,PROP002_R0028,2024-01-18,2024-03-04,2024-03-09,5,Travel Agency,351.49,1757.47,Completed,Credit Card,4
BK00002544,GUEST003267,PROP006,PROP006_R0022,2024-04-04,2024-05-24,2024-05-25,1,Airbnb,89.02,89.02,Completed,Cash,4
BK00002545,GUEST002425,PROP007,PROP007_R0022,2022-03-25,2022-05-03,2022-05-06,3,Corporate,198.17,594.51,Completed,Bank Transfer,4
BK00002546,GUEST001922,PROP009,PROP009_R0030,2023-02-03,2023-02-22,2023-02-23,1,Travel Agency,48.56,48.56,Completed,Credit Card,3
BK00002547,GUEST000144,PROP001,PROP001_R0024,2024-01-21,2024-01-31,2024-02-05,5,Booking.com,304.95,1524.77,Completed,Credit Card,2
BK00002548,GUEST001134,PROP005,PROP005_R0026,2024-02-17,2024-04-01,2024-04-03,2,Direct Website,375.86,751.73,Completed,Cash,3
BK00002549,GUEST003760,PROP004,PROP004_R0013,2023-02-15,2023-04-01,2023-04-03,2,Booking.com,424.8,849.59,Completed,Credit Card,2
BK00002550,GUEST000723,PROP003,PROP003_R0018,2022-06-05,2022-07-24,2022-07-27,3,Airbnb,466.54,1399.61,Completed,PayPal,3
BK00002551,GUEST000109,PROP004,PROP004_R0003,2024-07-28,2024-07-30,2024-08-04,5,Airbnb,484.96,2424.82,Completed,Credit Card,3
BK00002552,GUEST003918,PROP005,PROP005_R0004,2023-05-14,2023-06-10,2023-06-12,2,Airbnb,570.13,1140.26,Completed,Credit Card,1
BK00002553,GUEST002741,PROP002,PROP002_R0024,2024-10-06,2024-11-26,2024-11-30,4,Booking.com,161.77,647.08,Completed,PayPal,1
BK00002554,GUEST002694,PROP002,PROP002_R0001,2022-03-18,2022-05-05,2022-05-08,3,Corporate,234.4,703.2,Completed,Cash,1
BK00002555,GUEST000568,PROP001,PROP001_R0020,2024-03-23,2024-05-08,2024-05-18,10,Hotel.com,218.97,2189.71,Completed,Cash,2
BK00002556,GUEST000074,PROP007,PROP007_R0024,2022-03-04,2022-04-06,2022-04-08,2,Expedia,522.01,1044.02,Completed,PayPal,1
BK00002557,GUEST003288,PROP003,PROP003_R0009,2023-12-16,2024-01-21,2024-01-24,3,Hotel.com,299.66,898.99,Completed,Bank Transfer,2
BK00002558,GUEST003840,PROP005,PROP005_R0030,2023-11-20,2023-12-29,2024-01-12,14,Booking.com,636.04,8904.59,Completed,PayPal,4
BK00002559,GUEST001666,PROP009,PROP009_R0025,2023-03-28,2023-04-18,2023-04-22,4,Hotel.com,140.14,560.58,Completed,PayPal,3
BK00002560,GUEST004100,PROP009,PROP009_R0011,2023-02-28,2023-03-23,2023-03-27,4,Corporate,410.71,1642.84,Completed,Credit Card,4
BK00002561,GUEST004917,PROP002,PROP002_R0025,2023-01-18,2023-01-25,2023-01-30,5,Expedia,623.84,3119.19,No-Show,Credit Card,3
BK00002562,GUEST003301,PROP010,PROP010_R0018,2024-08-24,2024-09-30,2024-10-07,7,Airbnb,124.54,871.78,Completed,Credit Card,1
BK00002563,GUEST003150,PROP005,PROP005_R0005,2023-05-12,2023-07-09,2023-07-23,14,Travel Agency,356.08,4985.1,Completed,Cash,4
BK00002564,GUEST002324,PROP007,PROP007_R0004,2023-05-07,2023-06-28,2023-06-30,2,Airbnb,108.3,216.6,Completed,Credit Card,2
BK00002565,GUEST001702,PROP001,PROP001_R0001,2022-07-07,2022-08-08,2022-08-15,7,Direct Website,432.66,3028.64,Completed,PayPal,2
BK00002566,GUEST003468,PROP007,PROP007_R0005,2024-01-18,2024-01-28,2024-02-01,4,Hotel.com,570.31,2281.24,Completed,Credit Card,2
BK00002567,GUEST003219,PROP005,PROP005_R0018,2023-11-14,2023-12-01,2023-12-03,2,Airbnb,150.58,301.15,Completed,PayPal,2
BK00002568,GUEST001053,PROP008,PROP008_R0015,2023-08-18,2023-08-19,2023-08-26,7,Corporate,511.16,3578.1,Completed,Cash,1
BK00002569,GUEST001158,PROP001,PROP001_R0018,2022-02-12,2022-03-19,2022-03-26,7,Travel Agency,68.48,479.35,Completed,Bank Transfer,4
BK00002570,GUEST000708,PROP001,PROP001_R0029,2023-09-15,2023-10-28,2023-10-31,3,Travel Agency,339.74,1019.23,Completed,Cash,4
BK00002571,GUEST002619,PROP001,PROP001_R0025,2022-06-26,2022-08-03,2022-08-10,7,Airbnb,169.44,1186.09,Completed,Bank Transfer,1
BK00002572,GUEST002769,PROP009,PROP009_R0018,2023-07-28,2023-08-11,2023-08-21,10,Expedia,165.72,1657.2,Completed,PayPal,2
